id_sale,qty_sale,total_price,date_sale,status,created_at,updated_at
2742,1,25000,2021-12-31,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2743,1,18000,2021-12-31,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2744,5,115000,2021-12-31,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2745,5,115000,2021-12-31,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2746,5,105000,2021-12-31,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2747,3,58000,2021-12-31,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2748,4,93000,2021-12-31,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2749,3,62000,2021-12-31,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2750,1,18000,2021-12-31,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2751,5,109000,2021-12-31,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2752,3,58000,2021-12-31,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2753,4,90000,2022-01-01,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2754,5,111000,2022-01-01,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2755,5,116000,2022-01-01,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2756,5,116000,2022-01-01,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2757,1,25000,2022-01-01,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2758,4,90000,2022-01-01,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2759,2,40000,2022-01-01,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2760,4,93000,2022-01-01,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2761,4,97000,2022-01-01,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2762,2,43000,2022-01-01,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2763,4,84000,2022-01-01,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2764,2,44000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2765,1,25000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2766,1,18000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2767,2,47000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2768,5,108000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2769,4,83000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2770,2,43000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2771,2,47000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2772,2,36000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2773,3,61000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2774,3,68000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2775,3,69000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2776,1,18000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2777,4,90000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2778,3,69000,2022-01-02,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2779,5,108000,2022-01-03,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2780,2,44000,2022-01-03,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2781,1,25000,2022-01-03,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2782,2,47000,2022-01-03,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2783,4,91000,2022-01-03,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2784,3,66000,2022-01-03,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2785,3,72000,2022-01-03,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2786,2,44000,2022-01-03,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2787,3,65000,2022-01-03,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2788,3,61000,2022-01-03,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2789,1,22000,2022-01-03,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2790,5,98000,2022-01-03,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2791,2,36000,2022-01-03,accepted,2023-07-19 15:01:36,2023-07-19 15:01:36
2792,4,90000,2022-01-03,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2793,5,108000,2022-01-03,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2794,1,25000,2022-01-03,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2795,3,54000,2022-01-03,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2796,4,90000,2022-01-03,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2797,5,115000,2022-01-03,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2798,2,50000,2022-01-03,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2799,1,22000,2022-01-03,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2800,5,94000,2022-01-03,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2801,1,22000,2022-01-04,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2802,3,65000,2022-01-04,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2803,4,94000,2022-01-04,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2804,2,43000,2022-01-04,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2805,3,68000,2022-01-04,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2806,2,40000,2022-01-04,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2807,2,40000,2022-01-04,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2808,2,47000,2022-01-04,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2809,3,62000,2022-01-04,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2810,1,25000,2022-01-05,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2811,3,68000,2022-01-05,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2812,1,25000,2022-01-05,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2813,2,43000,2022-01-05,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2814,5,104000,2022-01-05,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2815,5,102000,2022-01-05,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2816,5,105000,2022-01-05,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2817,1,18000,2022-01-05,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2818,1,25000,2022-01-05,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2819,1,25000,2022-01-05,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2820,4,87000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2821,4,94000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2822,5,113000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2823,1,22000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2824,5,102000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2825,3,65000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2826,2,36000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2827,1,25000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2828,1,22000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2829,2,47000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2830,2,40000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2831,3,72000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2832,2,43000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2833,5,116000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2834,4,79000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2835,2,44000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2836,1,22000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2837,5,111000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2838,2,47000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2839,3,65000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2840,1,18000,2022-01-06,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2841,2,40000,2022-01-07,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2842,5,97000,2022-01-07,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2843,2,36000,2022-01-07,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2844,5,105000,2022-01-07,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2845,2,43000,2022-01-07,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2846,2,47000,2022-01-07,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2847,3,62000,2022-01-08,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2848,3,66000,2022-01-08,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2849,2,43000,2022-01-08,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2850,5,101000,2022-01-08,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2851,5,112000,2022-01-08,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2852,4,94000,2022-01-08,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2853,2,44000,2022-01-08,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2854,5,111000,2022-01-08,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2855,3,65000,2022-01-09,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2856,3,61000,2022-01-09,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2857,2,36000,2022-01-09,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2858,5,101000,2022-01-09,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2859,2,43000,2022-01-09,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2860,3,58000,2022-01-09,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2861,5,115000,2022-01-09,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2862,2,47000,2022-01-09,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2863,3,61000,2022-01-09,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2864,3,61000,2022-01-09,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2865,5,112000,2022-01-09,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2866,4,94000,2022-01-09,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2867,2,40000,2022-01-09,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2868,3,69000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2869,4,87000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2870,3,54000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2871,3,54000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2872,5,101000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2873,3,61000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2874,4,90000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2875,1,18000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2876,2,47000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2877,4,80000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2878,5,104000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2879,3,72000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2880,5,119000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2881,5,98000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2882,4,94000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2883,5,102000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2884,1,25000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2885,3,68000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2886,1,22000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2887,3,61000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2888,2,36000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2889,1,25000,2022-01-10,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2890,2,43000,2022-01-11,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2891,3,66000,2022-01-11,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2892,1,18000,2022-01-11,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2893,3,65000,2022-01-11,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2894,1,22000,2022-01-11,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2895,3,72000,2022-01-11,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2896,3,72000,2022-01-11,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2897,4,79000,2022-01-12,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2898,5,119000,2022-01-12,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2899,4,72000,2022-01-12,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2900,5,105000,2022-01-12,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2901,5,116000,2022-01-12,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2902,4,83000,2022-01-12,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2903,4,97000,2022-01-12,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2904,4,87000,2022-01-12,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2905,1,25000,2022-01-12,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2906,1,18000,2022-01-12,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2907,3,65000,2022-01-12,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2908,5,102000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2909,5,102000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2910,4,94000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2911,5,105000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2912,4,76000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2913,5,112000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2914,1,25000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2915,1,22000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2916,4,93000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2917,1,22000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2918,5,112000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2919,1,18000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2920,3,68000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2921,2,40000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2922,4,84000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2923,3,72000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2924,3,69000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2925,4,86000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2926,3,61000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2927,5,112000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2928,3,68000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2929,2,44000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2930,2,47000,2022-01-13,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2931,4,76000,2022-01-14,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2932,2,47000,2022-01-14,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2933,3,62000,2022-01-14,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2934,3,62000,2022-01-14,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2935,1,22000,2022-01-14,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2936,2,36000,2022-01-14,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2937,3,72000,2022-01-14,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2938,3,65000,2022-01-14,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2939,4,87000,2022-01-14,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2940,2,43000,2022-01-14,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2941,2,43000,2022-01-14,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2942,5,109000,2022-01-14,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2943,2,50000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2944,2,50000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2945,1,18000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2946,2,50000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2947,1,18000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2948,2,40000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2949,4,86000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2950,1,25000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2951,4,83000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2952,5,104000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2953,2,40000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2954,1,25000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2955,4,87000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2956,2,50000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2957,5,111000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2958,5,102000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2959,5,115000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2960,2,47000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2961,5,115000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2962,5,104000,2022-01-15,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2963,3,66000,2022-01-16,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2964,1,18000,2022-01-16,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2965,4,86000,2022-01-16,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2966,1,18000,2022-01-16,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2967,1,22000,2022-01-17,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2968,2,40000,2022-01-17,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2969,2,47000,2022-01-17,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2970,3,65000,2022-01-17,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2971,5,97000,2022-01-17,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2972,2,36000,2022-01-17,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2973,1,25000,2022-01-17,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2974,2,47000,2022-01-17,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2975,2,47000,2022-01-17,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2976,5,115000,2022-01-17,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2977,3,58000,2022-01-17,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2978,4,90000,2022-01-17,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2979,3,66000,2022-01-17,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2980,1,18000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2981,5,115000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2982,2,43000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2983,1,18000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2984,4,79000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2985,2,43000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2986,2,47000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2987,1,22000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2988,1,25000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2989,4,90000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2990,5,104000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2991,1,18000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2992,4,76000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2993,2,43000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2994,1,25000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2995,3,65000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2996,5,105000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2997,2,44000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2998,5,98000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
2999,2,40000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3000,3,72000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3001,4,90000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3002,1,22000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3003,5,108000,2022-01-18,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3004,4,76000,2022-01-19,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3005,4,80000,2022-01-19,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3006,5,105000,2022-01-19,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3007,3,69000,2022-01-19,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3008,2,47000,2022-01-19,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3009,1,25000,2022-01-19,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3010,3,72000,2022-01-19,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3011,5,94000,2022-01-19,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3012,3,66000,2022-01-19,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3013,4,90000,2022-01-19,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3014,4,79000,2022-01-19,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3015,5,112000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3016,1,22000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3017,4,79000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3018,4,93000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3019,2,40000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3020,5,115000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3021,5,111000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3022,4,76000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3023,1,18000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3024,2,47000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3025,5,116000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3026,3,65000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3027,2,43000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3028,2,43000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3029,4,80000,2022-01-20,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3030,1,18000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3031,3,65000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3032,3,68000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3033,2,50000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3034,3,54000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3035,5,97000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3036,5,111000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3037,2,44000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3038,4,93000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3039,3,61000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3040,4,76000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3041,5,105000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3042,1,18000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3043,1,22000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3044,4,79000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3045,4,97000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3046,1,25000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3047,2,44000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3048,1,22000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3049,5,105000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3050,2,43000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
3051,2,40000,2022-01-21,accepted,2023-07-19 15:01:37,2023-07-19 15:01:37
